date,P,D
1994-09-06,50.875,0.0
1994-09-07,51.75,0.0
1994-09-08,53.25,0.0
1994-09-09,53.75,0.0
1994-09-12,53.0,0.0
1994-09-13,53.125,0.0
1994-09-14,53.25,0.0
1994-09-15,54.0,0.0
1994-09-16,54.0,0.0
1994-09-19,53.875,0.0
1994-09-20,53.0,0.0
1994-09-21,52.625,0.0
1994-09-22,52.625,0.0
1994-09-23,52.0,0.0
1994-09-26,51.0,0.0
1994-09-27,51.5,0.0
1994-09-28,53.625,0.0
1994-09-29,53.75,0.0
1994-09-30,53.0,0.0
1994-10-03,53.125,0.0
1994-10-04,52.5,0.0
1994-10-05,51.625,0.0
1994-10-06,51.5,0.0
1994-10-07,53.25,0.0
1994-10-10,54.125,0.0
1994-10-11,54.0,0.0
1994-10-12,54.625,0.0
1994-10-13,53.0,0.0
1994-10-14,53.375,0.0
1994-10-17,54.375,0.0
1994-10-18,53.0,0.0
1994-10-19,52.125,0.0
1994-10-20,51.875,0.0
1994-10-21,51.0,0.0
1994-10-24,51.625,0.0
1994-10-25,51.25,0.0
1994-10-26,52.625,0.0
1994-10-27,52.75,0.0
1994-10-28,52.875,0.0
1994-10-31,52.75,0.0
1994-11-01,51.125,0.0
1994-11-02,49.875,0.0
1994-11-03,48.375,0.0
1994-11-04,48.375,0.0
1994-11-07,48.375,0.0
1994-11-08,48.625,0.0
1994-11-09,49.25,0.0
1994-11-10,48.75,0.0
1994-11-11,48.875,0.0
1994-11-14,49.0,0.0
1994-11-15,50.25,0.0
1994-11-16,50.875,0.0
1994-11-17,50.5,0.0
1994-11-18,50.625,0.0
1994-11-21,49.75,0.0
1994-11-22,48.5,0.0
1994-11-23,47.75,0.0
1994-11-25,48.25,0.0
1994-11-28,48.125,0.0
1994-11-29,48.875,0.0
1994-11-30,47.625,0.0
1994-12-01,47.0,0.0
1994-12-02,47.25,0.0
1994-12-05,47.0,0.0
1994-12-06,46.0,0.0
1994-12-07,43.625,0.0
1994-12-08,41.0,0.0
1994-12-09,41.875,0.0
1994-12-12,43.625,0.0
1994-12-13,44.625,0.0
1994-12-14,44.625,0.0
1994-12-15,44.125,0.0
1994-12-16,45.25,0.0
1994-12-19,45.875,0.0
1994-12-20,45.75,0.0
1994-12-21,46.125,0.0
1994-12-22,46.0,0.0
1994-12-23,45.375,0.0
1994-12-27,46.0,0.0
1994-12-28,44.375,0.0
1994-12-29,46.0,0.0
1994-12-30,45.125,0.0
1995-01-03,43.125,0.0
1995-01-04,42.625,0.0
1995-01-05,42.75,0.0
1995-01-06,42.75,0.0
1995-01-09,44.875,0.0
1995-01-10,45.75,0.0
1995-01-11,45.375,0.0
1995-01-12,44.125,0.0
1995-01-13,44.25,0.0
1995-01-16,44.0,0.0
1995-01-17,44.0,0.0
1995-01-18,44.125,0.0
1995-01-19,45.875,0.0
1995-01-20,45.75,0.0
1995-01-23,45.125,0.0
1995-01-24,44.875,0.0
1995-01-25,43.875,0.0
1995-01-26,43.875,0.0
1995-01-27,44.0,0.0
1995-01-30,47.0,0.0
1995-01-31,48.5,0.0
1995-02-01,49.0,0.0
1995-02-02,47.75,0.0
1995-02-03,49.375,0.0
1995-02-06,49.5,0.0
1995-02-07,48.875,0.0
1995-02-08,49.25,0.0
1995-02-09,48.0,0.0
1995-02-10,48.375,0.0
1995-02-13,47.75,0.0
1995-02-14,45.25,0.0
1995-02-15,44.625,0.0
1995-02-16,44.125,0.0
1995-02-17,43.0,0.0
1995-02-21,41.875,0.0
1995-02-22,43.5,0.0
1995-02-23,42.875,0.0
1995-02-24,43.375,0.0
1995-02-27,42.875,0.0
1995-02-28,43.0,0.0
1995-03-01,44.125,0.0
1995-03-02,43.125,0.0
1995-03-03,43.0,0.0
1995-03-06,42.375,0.0
1995-03-07,42.5,0.0
1995-03-08,42.75,0.0
1995-03-09,42.25,0.0
1995-03-10,42.75,0.0
1995-03-13,43.25,0.0
1995-03-14,43.625,0.0
1995-03-15,44.5,0.0
1995-03-16,46.875,0.0
1995-03-17,46.625,0.0
1995-03-20,46.25,0.0
1995-03-21,45.625,0.0
1995-03-22,45.75,0.0
1995-03-23,45.625,0.0
1995-03-24,46.375,0.0
1995-03-27,47.875,0.0
1995-03-28,48.625,0.029969750000000073
1995-03-29,48.375,0.0
1995-03-30,47.375,0.0
1995-03-31,46.75,0.0
1995-04-03,46.375,0.0
1995-04-04,46.375,0.0
1995-04-05,45.375,0.0
1995-04-06,44.75,0.0
1995-04-07,45.5,0.0
1995-04-10,44.875,0.0
1995-04-11,44.75,0.0
1995-04-12,45.5,0.0
1995-04-13,45.875,0.0
1995-04-17,45.0,0.0
1995-04-18,43.625,0.0
1995-04-19,39.375,0.0
1995-04-20,39.25,0.0
1995-04-21,40.375,0.0
1995-04-24,38.625,0.0
1995-04-25,37.125,0.0
1995-04-26,36.25,0.0
1995-04-27,37.375,0.0
1995-04-28,36.25,0.0
1995-05-01,36.75,0.0
1995-05-02,38.375,0.0
1995-05-03,37.875,0.0
1995-05-04,34.625,0.0
1995-05-05,35.5,0.0
1995-05-08,36.0,0.0
1995-05-09,36.625,0.0
1995-05-10,38.75,0.0
1995-05-11,39.0,0.0
1995-05-12,37.875,0.0
1995-05-15,38.375,0.0
1995-05-16,38.25,0.0
1995-05-17,38.875,0.0
1995-05-18,38.625,0.0
1995-05-19,37.875,0.0
1995-05-22,36.5,0.0
1995-05-23,36.0,0.0
1995-05-24,36.5,0.0
1995-05-25,36.625,0.0
1995-05-26,36.125,0.0
1995-05-30,36.625,0.0
1995-05-31,37.25,0.0
1995-06-01,37.875,0.0
1995-06-02,38.75,0.0
1995-06-05,39.625,0.0
1995-06-06,39.375,0.0
1995-06-07,41.375,0.0
1995-06-08,41.625,0.0
1995-06-09,41.875,0.0
1995-06-12,41.5,0.0
1995-06-13,42.375,0.0
1995-06-14,40.0,0.0
1995-06-15,40.25,0.0
1995-06-16,40.0,0.0
1995-06-19,40.75,0.0
1995-06-20,40.125,0.0
1995-06-21,42.125,0.0
1995-06-22,44.625,0.0
1995-06-23,43.0,0.0
1995-06-26,43.0,0.0
1995-06-27,41.0,0.0
1995-06-28,40.625,0.0
1995-06-29,41.0,0.0
1995-06-30,41.375,0.0
1995-07-03,42.0,0.0
1995-07-05,41.625,0.0
1995-07-06,40.5,0.0
1995-07-07,40.375,0.0
1995-07-10,40.75,0.0
1995-07-11,41.625,0.0
1995-07-12,42.75,0.0
1995-07-13,44.375,0.0
1995-07-14,44.5,0.0
1995-07-17,46.0,0.0
1995-07-18,45.0,0.0
1995-07-19,43.25,0.0
1995-07-20,44.25,0.0
1995-07-21,43.75,0.0
1995-07-24,44.625,0.0
1995-07-25,45.75,0.0
1995-07-26,45.75,0.0
1995-07-27,45.75,0.0
1995-07-28,45.0,0.0
1995-07-31,45.0,0.0
1995-08-01,45.25,0.0
1995-08-02,45.0,0.0
1995-08-03,42.375,0.0
1995-08-04,41.0,0.0
1995-08-07,41.75,0.0
1995-08-08,41.25,0.0
1995-08-09,41.25,0.0
1995-08-10,41.25,0.0
1995-08-11,41.5,0.0
1995-08-14,41.5,0.0
1995-08-15,41.75,0.0
1995-08-16,42.875,0.0
1995-08-17,43.5,0.0
1995-08-18,43.875,0.0
1995-08-21,43.625,0.0
1995-08-22,43.125,0.0
1995-08-23,42.125,0.0
1995-08-24,41.75,0.0
1995-08-25,41.875,0.0
1995-08-28,42.0,0.0
1995-08-29,42.25,0.0
1995-08-30,42.375,0.0
1995-08-31,42.25,0.0
1995-09-01,41.875,0.0
1995-09-05,43.5,0.0
1995-09-06,44.125,0.0
1995-09-07,44.0,0.0
1995-09-08,46.0,0.0
1995-09-11,45.375,0.0
1995-09-12,45.5,0.0
1995-09-13,45.75,0.0
1995-09-14,45.625,0.0
1995-09-15,46.25,0.0
1995-09-18,46.75,0.0
1995-09-19,47.375,0.0
1995-09-20,47.625,0.0
1995-09-21,48.375,0.0
1995-09-22,48.0,0.0
1995-09-25,47.5,0.0
1995-09-26,47.5,0.0
1995-09-27,47.0,0.0
1995-09-28,48.125,0.0
1995-09-29,48.875,0.0
1995-10-02,49.5,0.0
1995-10-03,49.25,0.0
1995-10-04,48.75,0.0
1995-10-05,49.625,0.0
1995-10-06,49.0,0.0
1995-10-09,49.125,0.0
1995-10-10,48.625,0.0
1995-10-11,47.875,0.0
1995-10-12,48.625,0.0
1995-10-13,48.75,0.0
1995-10-16,48.875,0.0
1995-10-17,49.375,0.0
1995-10-18,50.25,0.0
1995-10-19,49.875,0.0
1995-10-20,49.625,0.0
1995-10-23,50.875,0.0
1995-10-24,54.5,0.0
1995-10-25,53.75,0.0
1995-10-26,54.25,0.0
1995-10-27,53.125,0.0
1995-10-30,53.875,0.0
1995-10-31,53.125,0.0
1995-11-01,54.375,0.0
1995-11-02,57.5,0.0
1995-11-03,58.25,0.0
1995-11-06,57.5,0.0
1995-11-07,57.5,0.0
1995-11-08,57.5,0.0
1995-11-09,57.375,0.0
1995-11-10,57.0,0.0
1995-11-13,58.25,0.0
1995-11-14,58.125,0.0
1995-11-15,57.625,0.0
1995-11-16,57.625,0.0
1995-11-17,58.375,0.0
1995-11-20,55.375,0.0
1995-11-21,57.125,0.0
1995-11-22,58.25,0.0
1995-11-24,57.875,0.0
1995-11-27,58.5,0.0
1995-11-28,60.25,0.0
1995-11-29,59.875,0.0
1995-11-30,62.875,0.0
1995-12-01,61.25,0.0
1995-12-04,60.5,0.0
1995-12-05,61.75,0.0
1995-12-06,62.625,0.0
1995-12-07,62.375,0.0
1995-12-08,61.625,0.0
1995-12-11,63.125,0.0
1995-12-12,63.125,0.0
1995-12-13,63.375,0.0
1995-12-14,63.0,0.0
1995-12-15,65.0,0.0
1995-12-18,62.25,0.0
1995-12-19,60.375,0.0
1995-12-20,59.875,0.0
1995-12-21,62.0,0.0
1995-12-22,62.875,0.0
1995-12-26,62.75,0.0
1995-12-27,64.625,0.0
1995-12-28,65.375,0.0
1995-12-29,65.375,0.0
1996-01-02,64.625,0.0
1996-01-03,64.875,0.0
1996-01-04,65.5,0.0
1996-01-05,62.875,0.0
1996-01-08,61.625,0.0
1996-01-09,58.125,0.0
1996-01-10,58.0,0.0
1996-01-11,58.125,0.0
1996-01-12,56.75,0.0
1996-01-15,58.25,0.0
1996-01-16,59.25,0.0
1996-01-17,59.625,0.0
1996-01-18,60.625,0.0
1996-01-19,59.125,0.0
1996-01-22,58.0,0.0
1996-01-23,57.625,0.0
1996-01-24,60.625,0.0
1996-01-25,61.0,0.0
1996-01-26,62.0,0.0
1996-01-29,61.875,0.0
1996-01-30,61.875,0.0
1996-01-31,62.75,0.0
1996-02-01,63.125,0.0
1996-02-02,63.5,0.0
1996-02-05,62.75,0.0
1996-02-06,62.5,0.0
1996-02-07,62.625,0.0
1996-02-08,64.625,0.0
1996-02-09,64.5,0.0
1996-02-12,67.125,0.0
1996-02-13,67.375,0.0
1996-02-14,67.0,0.0
1996-02-15,67.0,0.0
1996-02-16,65.0,0.0
1996-02-20,64.125,0.0
1996-02-21,64.25,0.0
1996-02-22,65.0,0.0
1996-02-23,65.125,0.0
1996-02-26,64.5,0.0
1996-02-27,64.875,0.0
1996-02-28,63.375,0.0
1996-02-29,65.125,0.0
1996-03-01,66.875,0.0
1996-03-04,66.375,0.0
1996-03-05,65.875,0.0
1996-03-06,65.0,0.0
1996-03-07,65.25,0.0
1996-03-08,62.5,0.0
1996-03-11,63.5,0.0
1996-03-12,62.875,0.0
1996-03-13,64.0,0.0
1996-03-14,62.625,0.0
1996-03-15,61.875,0.0
1996-03-18,62.125,0.0
1996-03-19,62.875,0.0
1996-03-20,61.625,0.0
1996-03-21,62.375,0.0
1996-03-22,61.625,0.0
1996-03-25,61.5,0.0
1996-03-26,60.75,0.0
1996-03-27,61.625,0.0
1996-03-28,60.75,0.0
1996-03-29,61.5,0.0
1996-04-01,64.125,0.030012000000000143
1996-04-02,64.125,0.0
1996-04-03,63.5,0.0
1996-04-04,62.5,0.0
1996-04-08,61.0,0.0
1996-04-09,60.875,0.0
1996-04-10,58.375,0.0
1996-04-11,60.125,0.0
1996-04-12,60.625,0.0
1996-04-15,61.625,0.0
1996-04-16,62.625,0.0
1996-04-17,60.875,0.0
1996-04-18,60.0,0.0
1996-04-19,60.0,0.0
1996-04-22,57.875,0.0
1996-04-23,58.625,0.0
1996-04-24,58.25,0.0
1996-04-25,58.75,0.0
1996-04-26,58.375,0.0
1996-04-29,58.125,0.0
1996-04-30,58.5,0.0
1996-05-01,57.625,0.0
1996-05-02,56.875,0.0
1996-05-03,56.875,0.0
1996-05-06,56.125,0.0
1996-05-07,54.375,0.0
1996-05-08,54.25,0.0
1996-05-09,54.625,0.0
1996-05-10,53.375,0.0
1996-05-13,54.25,0.0
1996-05-14,54.0,0.0
1996-05-15,55.0,0.0
1996-05-16,55.25,0.0
1996-05-17,55.25,0.0
1996-05-20,54.625,0.0
1996-05-21,53.25,0.0
1996-05-22,53.75,0.0
1996-05-23,52.875,0.0
1996-05-24,53.125,0.0
1996-05-28,52.625,0.0
1996-05-29,51.875,0.0
1996-05-30,53.625,0.0
1996-05-31,54.875,0.0
1996-06-03,55.625,0.0
1996-06-04,53.125,0.0
1996-06-05,54.75,0.0
1996-06-06,55.0,0.0
1996-06-07,52.75,0.0
1996-06-10,50.875,0.0
1996-06-11,50.5,0.0
1996-06-12,52.625,0.0
1996-06-13,52.5,0.0
1996-06-14,52.25,0.0
1996-06-17,52.25,0.0
1996-06-18,52.5,0.0
1996-06-19,50.875,0.0
1996-06-20,48.25,0.0
1996-06-21,48.75,0.0
1996-06-24,48.25,0.0
1996-06-25,48.75,0.0
1996-06-26,49.5,0.0
1996-06-27,50.375,0.0
1996-06-28,50.5,0.0
1996-07-01,51.0,0.0
1996-07-02,49.875,0.0
1996-07-03,49.5,0.0
1996-07-05,48.5,0.0
1996-07-08,48.125,0.0
1996-07-09,45.625,0.0
1996-07-10,44.25,0.0
1996-07-11,30.5,0.0
1996-07-12,33.125,0.0
1996-07-15,32.625,0.0
1996-07-16,32.125,0.0
1996-07-17,33.25,0.0
1996-07-18,34.25,0.0
1996-07-19,34.125,0.0
1996-07-22,34.625,0.0
1996-07-23,33.5,0.0
1996-07-24,32.375,0.0
1996-07-25,32.5,0.0
1996-07-26,33.5,0.0
1996-07-29,33.625,0.0
1996-07-30,33.75,0.0
1996-07-31,33.75,0.0
1996-08-01,34.5,0.0
1996-08-02,35.125,0.0
1996-08-05,36.375,0.0
1996-08-06,37.625,0.0
1996-08-07,38.25,0.0
1996-08-08,39.25,0.0
1996-08-09,39.625,0.0
1996-08-12,38.625,0.0
1996-08-13,37.375,0.0
1996-08-14,37.75,0.0
1996-08-15,38.25,0.0
1996-08-16,38.875,0.0
1996-08-19,39.25,0.0
1996-08-20,38.625,0.0
1996-08-21,39.0,0.0
1996-08-22,40.25,0.0
1996-08-23,39.875,0.0
1996-08-26,39.25,0.0
1996-08-27,39.875,0.0
1996-08-28,39.75,0.0
1996-08-29,38.875,0.0
1996-08-30,38.625,0.0
1996-09-03,38.625,0.0
1996-09-04,40.5,0.0
1996-09-05,39.625,0.0
1996-09-06,38.75,0.0
1996-09-09,39.0,0.0
1996-09-10,38.625,0.0
1996-09-11,40.125,0.0
1996-09-12,41.25,0.0
1996-09-13,42.375,0.0
1996-09-16,43.0,0.0
1996-09-17,42.75,0.0
1996-09-18,42.875,0.0
1996-09-19,42.375,0.0
1996-09-20,42.5,0.0
1996-09-23,42.25,0.0
1996-09-24,41.625,0.0
1996-09-25,41.25,0.0
1996-09-26,41.375,0.0
1996-09-27,41.0,0.0
1996-09-30,41.625,0.0
1996-10-01,40.75,0.0
1996-10-02,41.0,0.0
1996-10-03,41.375,0.0
1996-10-04,40.875,0.0
1996-10-07,40.375,0.0
1996-10-08,39.625,0.0
1996-10-09,39.375,0.0
1996-10-10,39.0,0.0
1996-10-11,38.75,0.0
1996-10-14,39.125,0.0
1996-10-15,39.25,0.0
1996-10-16,39.125,0.0
1996-10-17,39.5,0.0
1996-10-18,39.875,0.0
1996-10-21,38.5,0.0
1996-10-22,36.625,0.0
1996-10-23,36.25,0.0
1996-10-24,35.5,0.0
1996-10-25,36.0,0.0
1996-10-28,36.25,0.0
1996-10-29,37.375,0.0
1996-10-30,37.5,0.0
1996-10-31,37.75,0.0
1996-11-01,38.0,0.0
1996-11-04,37.25,0.0
1996-11-05,37.125,0.0
1996-11-06,40.125,0.0
1996-11-07,44.375,0.0
1996-11-08,43.5,0.0
1996-11-11,44.0,0.0
1996-11-12,43.75,0.0
1996-11-13,44.375,0.0
1996-11-14,43.375,0.0
1996-11-15,43.5,0.0
1996-11-18,43.875,0.0
1996-11-19,42.5,0.0
1996-11-20,42.5,0.0
1996-11-21,42.125,0.0
1996-11-22,44.0,0.0
1996-11-25,45.125,0.0
1996-11-26,43.875,0.0
1996-11-27,43.0,0.0
1996-11-29,43.125,0.0
1996-12-02,43.125,0.0
1996-12-03,43.625,0.0
1996-12-04,44.75,0.0
1996-12-05,46.75,0.0
1996-12-06,47.375,0.0
1996-12-09,47.5,0.0
1996-12-10,47.625,0.0
1996-12-11,47.0,0.0
1996-12-12,46.375,0.0
1996-12-13,44.75,0.0
1996-12-16,47.0,0.0
1996-12-17,46.25,0.0
1996-12-18,47.0,0.0
1996-12-19,47.0,0.0
1996-12-20,46.875,0.0
1996-12-23,46.375,0.0
1996-12-24,46.625,0.0
1996-12-26,46.5,0.0
1996-12-27,45.875,0.0
1996-12-30,45.125,0.0
1996-12-31,45.0,0.0
1997-01-02,45.25,0.0
1997-01-03,46.5,0.0
1997-01-06,46.625,0.0
1997-01-07,46.75,0.0
1997-01-08,45.75,0.0
1997-01-09,45.5,0.0
1997-01-10,46.0,0.0
1997-01-13,44.375,0.0
1997-01-14,43.625,0.0
1997-01-15,44.25,0.0
1997-01-16,44.5,0.0
1997-01-17,43.25,0.0
1997-01-20,43.5,0.0
1997-01-21,45.25,0.0
1997-01-22,44.25,0.0
1997-01-23,45.625,0.0
1997-01-24,47.375,0.0
1997-01-27,46.125,0.0
1997-01-28,46.375,0.0
1997-01-29,46.5,0.0
1997-01-30,46.625,0.0
1997-01-31,48.75,0.0
1997-02-03,48.875,0.0
1997-02-04,47.375,0.0
1997-02-05,45.875,0.0
1997-02-06,45.625,0.0
1997-02-07,46.75,0.0
1997-02-10,47.875,0.0
1997-02-11,46.875,0.0
1997-02-12,48.625,0.0
1997-02-13,50.625,0.0
1997-02-14,54.375,0.0
1997-02-18,53.125,0.0
1997-02-19,51.375,0.0
1997-02-20,51.75,0.0
1997-02-21,51.25,0.0
1997-02-24,51.0,0.0
1997-02-25,51.375,0.0
1997-02-26,50.875,0.0
1997-02-27,50.25,0.0
1997-02-28,50.0,0.0
1997-03-03,51.375,0.0
1997-03-04,51.5,0.0
1997-03-05,52.625,0.0
1997-03-06,51.75,0.0
1997-03-07,53.75,0.0
1997-03-10,53.875,0.0
1997-03-11,55.125,0.0
1997-03-12,54.875,0.0
1997-03-13,54.0,0.0
1997-03-14,54.0,0.0
1997-03-17,54.0,0.0
1997-03-18,52.625,0.0
1997-03-19,51.125,0.0
1997-03-20,51.875,0.0
1997-03-21,51.125,0.0
1997-03-24,53.875,0.0
1997-03-25,52.0,0.0
1997-03-26,52.125,0.0
1997-03-27,50.5,0.0
1997-03-31,47.625,0.0
1997-04-01,48.75,0.030003749999999933
1997-04-02,49.875,0.0
1997-04-03,48.5,0.0
1997-04-04,50.125,0.0
1997-04-07,50.5,0.0
1997-04-08,50.25,0.0
1997-04-09,51.125,0.0
1997-04-10,52.5,0.0
1997-04-11,50.5,0.0
1997-04-14,50.0,0.0
1997-04-15,49.6875,0.0
1997-04-16,49.5,0.0
1997-04-17,50.375,0.0
1997-04-18,47.125,0.0
1997-04-21,46.25,0.0
1997-04-22,45.0,0.0
1997-04-23,44.625,0.0
1997-04-24,44.0,0.0
1997-04-25,44.5,0.0
1997-04-28,44.75,0.0
1997-04-29,47.0,0.0
1997-04-30,48.625,0.0
1997-05-01,47.625,0.0
1997-05-02,48.875,0.0
1997-05-05,49.0,0.0
1997-05-06,49.0,0.0
1997-05-07,50.5,0.0
1997-05-08,51.125,0.0
1997-05-09,50.625,0.0
1997-05-12,51.875,0.0
1997-05-13,52.0,0.0
1997-05-14,51.625,0.0
1997-05-15,50.75,0.0
1997-05-16,50.875,0.0
1997-05-19,51.375,0.0
1997-05-20,52.0,0.0
1997-05-21,51.75,0.0
1997-05-22,51.25,0.0
1997-05-23,51.75,0.0
1997-05-27,52.875,0.0
1997-05-28,53.0,0.0
1997-05-29,53.25,0.0
1997-05-30,56.5,0.0
1997-06-02,55.125,0.0
1997-06-03,54.25,0.0
1997-06-04,54.375,0.0
1997-06-05,54.0,0.0
1997-06-06,54.625,0.0
1997-06-09,55.75,0.0
1997-06-10,56.0,0.0
1997-06-11,55.75,0.0
1997-06-12,56.125,0.0
1997-06-13,56.375,0.0
1997-06-16,54.125,0.0
1997-06-17,53.5,0.0
1997-06-18,52.125,0.0
1997-06-19,53.75,0.0
1997-06-20,54.875,0.0
1997-06-23,54.25,0.0
1997-06-24,54.125,0.0
1997-06-25,54.625,0.0
1997-06-26,54.125,0.0
1997-06-27,52.5,0.0
1997-06-30,52.0,0.0
1997-07-01,52.25,0.0
1997-07-02,52.5,0.0
1997-07-03,53.0,0.0
1997-07-07,53.125,0.0
1997-07-08,52.5,0.0
1997-07-09,50.8125,0.0
1997-07-10,51.0625,0.0
1997-07-11,51.75,0.0
1997-07-14,50.8125,0.0
1997-07-15,52.5,0.0
1997-07-16,53.9375,0.0
1997-07-17,53.75,0.0
1997-07-18,53.0,0.0
1997-07-21,53.375,0.0
1997-07-22,53.0,0.0
1997-07-23,54.8125,0.0
1997-07-24,56.625,0.0
1997-07-25,55.625,0.0
1997-07-28,54.875,0.0
1997-07-29,55.625,0.0
1997-07-30,56.6875,0.0
1997-07-31,57.0,0.0
1997-08-01,56.5,0.0
1997-08-04,60.0,0.0
1997-08-05,57.3125,0.0
1997-08-06,58.0625,0.0
1997-08-07,50.625,0.0
1997-08-08,51.75,0.0
1997-08-11,49.75,0.0
1997-08-12,49.0,0.0
1997-08-13,48.25,0.0
1997-08-14,49.4375,0.0
1997-08-15,49.9375,0.0
1997-08-18,49.875,0.0
1997-08-19,50.6875,0.0
1997-08-20,50.1875,0.0
1997-08-21,49.4375,0.0
1997-08-22,49.6875,0.0
1997-08-25,49.0,0.0
1997-08-26,49.125,0.0
1997-08-27,48.75,0.0
1997-08-28,48.5,0.0
1997-08-29,48.625,0.0
1997-09-02,50.0625,0.0
1997-09-03,50.75,0.0
1997-09-04,51.25,0.0
1997-09-05,53.0,0.0
1997-09-08,52.1875,0.0
1997-09-09,52.9375,0.0
1997-09-10,52.8125,0.0
1997-09-11,52.5,0.0
1997-09-12,53.625,0.0
1997-09-15,53.4375,0.0
1997-09-16,53.6875,0.0
1997-09-17,53.625,0.0
1997-09-18,54.0625,0.0
1997-09-19,53.9375,0.0
1997-09-22,54.0625,0.0
1997-09-23,52.5,0.0
1997-09-24,51.375,0.0
1997-09-25,50.625,0.0
1997-09-26,49.9375,0.0
1997-09-29,48.9375,0.0
1997-09-30,50.0,0.0
1997-10-01,51.125,0.0
1997-10-02,48.75,0.0
1997-10-03,48.5,0.0
1997-10-06,48.1875,0.0
1997-10-07,50.1875,0.0
1997-10-08,53.375,0.0
1997-10-09,52.5625,0.0
1997-10-10,51.8125,0.0
1997-10-13,52.125,0.0
1997-10-14,51.9375,0.0
1997-10-15,51.3125,0.0
1997-10-16,51.6875,0.0
1997-10-17,51.875,0.0
1997-10-20,52.75,0.0
1997-10-21,52.8125,0.0
1997-10-22,53.375,0.0
1997-10-23,52.1875,0.0
1997-10-24,51.625,0.0
1997-10-27,43.03125,0.0
1997-10-28,47.5,0.0
1997-10-29,47.5625,0.0
1997-10-30,46.875,0.0
1997-10-31,46.3125,0.0
1997-11-03,46.9375,0.0
1997-11-04,48.5625,0.0
1997-11-05,50.1875,0.0
1997-11-06,53.375,0.0
1997-11-07,53.0,0.0
1997-11-10,52.75,0.0
1997-11-11,52.625,0.0
1997-11-12,52.125,0.0
1997-11-13,52.8125,0.0
1997-11-14,53.25,0.0
1997-11-17,53.8125,0.0
1997-11-18,52.5625,0.0
1997-11-19,53.125,0.0
1997-11-20,53.8125,0.0
1997-11-21,53.1875,0.0
1997-11-24,52.5,0.0
1997-11-25,51.0,0.0
1997-11-26,51.6875,0.0
1997-11-28,52.0625,0.0
1997-12-01,52.5625,0.0
1997-12-02,52.875,0.0
1997-12-03,52.25,0.0
1997-12-04,51.5,0.0
1997-12-05,51.9375,0.0
1997-12-08,52.4375,0.0
1997-12-09,51.6875,0.0
1997-12-10,50.5625,0.0
1997-12-11,50.25,0.0
1997-12-12,49.1875,0.0
1997-12-15,49.375,0.0
1997-12-16,49.875,0.0
1997-12-17,49.625,0.0
1997-12-18,47.4375,0.0
1997-12-19,47.5625,0.0
1997-12-22,47.0625,0.0
1997-12-23,46.4375,0.0
1997-12-24,47.0,0.0
1997-12-26,47.4375,0.0
1997-12-29,48.1875,0.0
1997-12-30,49.1875,0.0
1997-12-31,49.6875,0.0
1998-01-02,49.6875,0.0
1998-01-05,49.625,0.0
1998-01-06,49.875,0.0
1998-01-07,50.3125,0.0
1998-01-08,50.5,0.0
1998-01-09,49.5,0.0
1998-01-12,48.625,0.0
1998-01-13,48.0,0.0
1998-01-14,48.875,0.0
1998-01-15,47.0,0.0
1998-01-16,48.125,0.0
1998-01-20,47.9375,0.0
1998-01-21,47.9375,0.0
1998-01-22,48.0,0.0
1998-01-23,47.3125,0.0
1998-01-26,46.8125,0.0
1998-01-27,48.0,0.0
1998-01-28,48.75,0.0
1998-01-29,49.5,0.0
1998-01-30,51.25,0.0
1998-02-02,52.375,0.0
1998-02-03,52.125,0.0
1998-02-04,52.4375,0.0
1998-02-05,52.1875,0.0
1998-02-06,52.25,0.0
1998-02-09,54.1875,0.0
1998-02-10,54.375,0.0
1998-02-11,53.6875,0.0
1998-02-12,56.0,0.0
1998-02-13,58.1875,0.0
1998-02-17,56.8125,0.0
1998-02-18,58.4375,0.0
1998-02-19,58.625,0.0
1998-02-20,58.625,0.0
1998-02-23,59.625,0.0
1998-02-24,59.625,0.0
1998-02-25,60.5,0.0
1998-02-26,60.875,0.0
1998-02-27,60.6875,0.0
1998-03-02,61.1875,0.0
1998-03-03,62.75,0.0
1998-03-04,64.25,0.0
1998-03-05,63.375,0.0
1998-03-06,64.0,0.0
1998-03-09,64.5625,0.0
1998-03-10,66.125,0.0
1998-03-11,65.75,0.0
1998-03-12,66.8125,0.0
1998-03-13,65.5625,0.0
1998-03-16,65.1875,0.0
1998-03-17,65.0,0.0
1998-03-18,65.5625,0.0
1998-03-19,64.8125,0.0
1998-03-20,64.125,0.0
1998-03-23,64.6875,0.0
1998-03-24,66.3125,0.0
1998-03-25,66.625,0.0
1998-03-26,66.75,0.0
1998-03-27,65.875,0.0
1998-03-30,65.125,0.02997312499999992
1998-03-31,64.75,0.0
1998-04-01,64.5625,0.0
1998-04-02,68.625,0.0
1998-04-03,69.75,0.0
1998-04-06,68.625,0.0
1998-04-07,68.125,0.0
1998-04-08,68.6875,0.0
1998-04-09,70.0625,0.0
1998-04-13,69.9375,0.0
1998-04-14,72.5,0.0
1998-04-15,70.6875,0.0
1998-04-16,69.875,0.0
1998-04-17,69.8125,0.0
1998-04-20,69.8125,0.0
1998-04-21,69.8125,0.0
1998-04-22,70.375,0.0
1998-04-23,67.6875,0.0
1998-04-24,66.875,0.0
1998-04-27,64.5625,0.0
1998-04-28,65.75,0.0
1998-04-29,66.75,0.0
1998-04-30,70.25,0.0
1998-05-01,69.625,0.0
1998-05-04,69.6875,0.0
